kton/a,Electric arc,Integrated steelworks,DRI + Electric arc,Other chemicals,Pharmaceutical products etc.,Cement,Ceramics & other NMM,Glass production,Pulp production,Paper production,Printing and media reproduction,"Food, beverages and tobacco",Alumina production,Aluminium - primary production,Aluminium - secondary production,Other non-ferrous metals,Transport Equipment,Machinery Equipment,Textiles and leather,Wood and wood products,Other Industrial Sectors,Ammonia,HVC,Chlorine,Methanol,HVC (mechanical recycling),HVC (chemical recycling)
DE,27739.20,4480.95,10455.54,5227.35,749.06,33222.15,32272.49,7432.80,2554.00,22608.00,1464.46,33929.70,1453.20,273.48,820.43,2778.69,101293.31,164889.37,7493.39,7827.96,31072.79,3035.71,52000.00,9580.00,1500.00,0.00,0.00
