NUTS2,forest residues,industry wood residues,landscape care,manureslurry,municipal solid waste,not included,sewage sludge,straw
SE32,8850861.11111111,2638888.888888889,679744.4444444444,138888.88888888888,0,16085338.888888888,0,59766.66666666666
SE33,8721919.444444444,15666666.666666666,4039644.444444444,166666.66666666666,0,16171169.444444444,0,2705.555555555555
SI,0,0,0,0,296424.99999999994,0,22222.22222222222,0
SI03,5894830.555555555,555555.5555555555,122888.88888888888,305555.55555555556,0,6444291.666666665,0,135611.11111111112
SI04,3547941.666666666,305555.5555555555,70702.77777777777,111111.11111111111,0,3590425.0,0,67172.22222222222
SK,0,0,0,0,1238998.611111111,0,555.5555555555555,0
SK01,192777.77777777775,27777.777777777777,18069.44444444444,83333.33333333333,0,544775.0,0,214725.0
SK02,1406905.5555555553,333333.3333333333,130433.33333333331,1833333.3333333333,0,5344283.333333333,0,2302369.444444444
SK03,4799800.0,1055555.5555555555,422605.5555555555,944444.4444444444,0,6034711.111111111,0,422405.55555555556
SK04,2896097.222222222,638888.8888888888,258683.3333333333,722222.2222222222,0,4212802.777777777,0,669413.8888888888
TR,0,0,0,0,0,0,1659444.4444444443,0
TR10,0,0,0,0,0,0,0,30238.888888888887
TR21,16505.555555555555,0,0,0,0,0,0,193261.1111111111
TR22,0,0,0,0,0,388888.8888888888,0,445277.7777777777
TR31,0,0,0,0,0,111111.11111111111,0,466022.2222222222
TR32,0,0,0,0,0,222222.22222222222,0,1182730.5555555555
TR33,0,0,0,0,0,3111111.111111111,0,737527.7777777778
TR41,0,0,0,0,0,3861111.111111111,0,307863.8888888889
TR42,0,0,0,0,0,1499999.9999999998,0,95980.55555555556
TR51,0,0,0,0,0,9138888.888888888,0,130727.77777777778
TR52,0,0,0,0,0,42027777.777777776,0,349891.6666666666
TR61,0,0,0,0,0,1861111.1111111108,0,165627.77777777778
TR62,0,0,0,0,0,638888.8888888889,0,327727.77777777775
TR63,0,0,0,0,0,583333.3333333333,0,466347.2222222222
TR71,0,0,0,0,0,15083333.333333332,0,248347.2222222222
TR72,0,0,0,0,0,16499999.999999998,0,225305.55555555556
TR81,0,0,0,0,0,666666.6666666666,0,1622.222222222222
TR82,0,0,0,0,0,2888888.888888889,0,62525.0
TR83,0,0,0,0,0,0,0,221655.55555555556
TR90,0,0,0,0,0,0,0,33175.0
TRA1,0,0,0,0,0,0,0,99908.33333333333
TRA2,0,0,0,0,0,0,0,67088.88888888889
TRB1,0,0,0,0,0,0,0,94327.77777777778
TRB2,0,0,0,0,0,0,0,129613.88888888889
TRC1,0,0,0,0,0,0,0,296411.1111111111
TRC2,0,0,0,0,0,0,0,271813.8888888889
TRC3,0,0,0,0,0,0,0,128400.0
UA,6222222.222222221,0,0,0,0,38194444.44444444,0,0
UA10,34205524.99999999,0,0,0,0,0,0,0
UK,0,0,0,0,5491294.444444444,0,47222.22222222222,0
UKC1,175711.1111111111,27777.777777777777,59602.777777777774,305555.5555555555,0,549744.4444444444,0,168027.77777777775
UKC2,422633.3333333333,111111.11111111111,142963.88888888888,611111.111111111,0,1201733.3333333333,0,372555.55555555556
UKD1,411177.7777777777,111111.11111111111,140730.55555555556,1611111.111111111,0,1001247.2222222221,0,16636.11111111111
UKD3,19908.333333333332,0,6508.333333333332,138888.88888888888,0,68827.77777777778,0,2336.111111111111
UKD4,31022.22222222222,0,11875.0,749999.9999999999,0,309497.22222222225,0,31094.444444444438
UKD6,17619.44444444444,0,6908.333333333333,583333.3333333333,0,257177.7777777778,0,48980.55555555555
UKD7,4866.666666666666,0,1508.3333333333333,55555.555555555555,0,30291.666666666664,0,31999.999999999993
UKE1,24630.555555555555,0,8974.999999999998,972222.222222222,0,1694611.1111111108,0,630769.4444444445
UKE2,223494.44444444444,27777.777777777777,65891.66666666666,2166666.6666666665,0,2193899.9999999995,0,1374969.4444444443
UKE3,35241.666666666664,0,13802.777777777776,277777.77777777775,0,543230.5555555555,0,301791.6666666666
UKE4,33555.555555555555,0,13511.111111111111,333333.3333333333,0,248763.88888888885,0,231377.77777777772
UKF1,93616.66666666666,27777.777777777777,30583.333333333332,1361111.111111111,0,1965625.0,0,938458.3333333331
UKF2,45499.99999999999,0,16488.888888888887,1555555.5555555555,0,1475597.2222222222,0,1038772.2222222221
UKF3,71311.11111111111,27777.777777777777,24436.11111111111,1999999.9999999998,0,6356313.888888888,0,1337730.5555555555
UKG1,74191.66666666666,27777.777777777777,26838.888888888887,1666666.6666666663,0,1585216.6666666665,0,721388.8888888888
UKG2,142002.77777777778,27777.777777777777,49216.666666666664,1805555.5555555555,0,1755205.5555555555,0,781074.9999999999
UKG3,25697.22222222222,0,9169.444444444443,55555.555555555555,0,73736.11111111111,0,35230.555555555555
UKH1,273069.44444444444,83333.33333333333,85502.77777777777,916666.6666666665,0,21045816.666666664,0,3927752.777777778
UKH2,66155.55555555555,0,23227.777777777777,166666.66666666666,0,943155.5555555554,0,793316.6666666665
UKH3,55174.99999999999,27777.777777777777,31111.11111111111,222222.22222222222,0,1769602.7777777778,0,1105838.8888888888
UKI1,25488.888888888883,0,0,0,0,30013.88888888889,0,0
UKI2,0,0,0,0,0,6211.111111111111,0,0
UKJ1,153080.55555555553,27777.777777777777,58544.44444444444,583333.3333333333,0,1531375.0,0,984880.5555555555
UKJ2,343294.44444444444,83333.33333333333,102111.1111111111,444444.4444444444,0,1173294.4444444443,0,733172.2222222221
UKJ3,224705.55555555553,27777.777777777777,67161.11111111111,333333.3333333333,0,1010199.9999999998,0,625963.8888888889
UKJ4,101499.99999999999,27777.777777777777,33208.33333333333,333333.3333333333,0,899072.222222222,0,587638.8888888889
UKK1,300419.4444444444,83333.33333333333,97972.22222222222,2388888.8888888885,0,1826005.5555555553,0,452155.5555555555
UKK2,223702.77777777775,27777.777777777777,69755.55555555555,2083333.3333333333,0,1310072.222222222,0,373627.77777777775
UKK3,121219.44444444444,27777.777777777777,34694.44444444444,1166666.6666666665,0,628269.4444444444,0,211474.99999999997
UKK4,225561.1111111111,55555.555555555555,73477.77777777777,2138888.8888888885,0,1243383.3333333333,0,392902.77777777775
UKL1,799488.8888888888,194444.44444444444,258444.4444444444,2888888.8888888885,0,1905127.7777777775,0,22711.11111111111
UKL2,420430.5555555555,111111.11111111111,127599.99999999999,1722222.222222222,0,1097263.8888888885,0,18208.333333333332
UKM2,1398802.7777777775,388888.8888888889,510297.2222222222,2083333.333333333,0,3618744.4444444445,0,55555.555555555555
UKM3,1235005.5555555553,305555.55555555556,394930.55555555556,1305555.5555555555,0,2233736.1111111105,0,55555.555555555555
UKM5,447877.7777777777,138888.88888888888,168697.22222222222,722222.2222222221,0,1299649.9999999998,0,27777.777777777777
UKM6,3186861.111111111,888888.8888888889,1133344.4444444445,3694444.444444444,0,6262847.222222222,0,138888.88888888888
UKN0,374855.5555555555,111111.11111111111,123672.22222222222,5083333.333333333,0,1481877.7777777775,0,19600.0
