NUTS2,forest residues,industry wood residues,landscape care,manureslurry,municipal solid waste,not included,sewage sludge,straw
CZ01,15491.666666666666,138888.88888888888,52591.666666666664,0,0,70080.55555555555,0,28608.333333333332
CZ02,760088.8888888888,361111.11111111107,131038.88888888888,1388888.8888888885,0,5329580.555555555,0,1362569.4444444445
CZ03,2000513.888888889,111111.11111111111,46672.22222222222,2416666.6666666665,0,6480397.222222221,0,960555.5555555555
CZ04,617380.5555555555,222222.22222222222,78022.22222222222,333333.3333333333,0,2400797.222222222,0,677463.8888888888
CZ05,1192472.222222222,222222.22222222222,75016.66666666667,1833333.333333333,0,6472097.222222222,0,935811.111111111
CZ06,1107272.222222222,194444.44444444444,69769.44444444444,2555555.555555555,0,4630966.666666666,0,1539994.4444444445
CZ07,950374.9999999999,111111.11111111111,39080.555555555555,1000000.0,0,5189111.11111111,0,787763.8888888889
CZ08,508869.4444444444,1388888.8888888888,493472.2222222222,555555.5555555555,0,2863783.3333333335,0,383708.3333333333
DE,0,0,0,0,22473341.666666668,0,1712499.9999999998,0
DE11,787402.7777777778,166666.66666666666,41483.33333333333,83333.33333333333,0,4007133.333333333,0,1108788.8888888888
DE12,1055136.111111111,222222.22222222222,52499.99999999999,0,0,3116247.222222222,0,461058.3333333334
