NUTS2,forest residues,industry wood residues,landscape care,manureslurry,municipal solid waste,not included,straw
EL43,28.566000000000003,3.2850000000000006,9.7524,34.2,0.0,41.2272,115.8876
EL51,28.494,3.447,7.790400000000001,34.632000000000005,0.0,37.8252,145.3608
EL52,28.4832,3.4434,7.790400000000001,35.7228,0.0,39.54840000000001,144.25560000000002
EL53,28.512,3.2706000000000004,7.790400000000001,34.0416,0.0,37.035,142.686
EL54,28.6236,3.4794,9.5076,33.8508,0.0,39.0516,142.866
EL61,28.5336,3.456,9.5076,34.2756,0.0,40.91400000000001,147.294
EL62,28.1664,3.0006,9.7524,30.1896,0.0,38.2902,110.196
EL63,28.558799999999998,3.2832000000000003,9.7524,35.4168,0.0,43.619400000000006,139.4892
EL64,28.566000000000003,3.4650000000000003,9.7524,32.8068,0.0,44.3406,147.0348
EL65,28.5264,3.456,9.7524,34.974,0.0,44.919000000000004,122.6016
ES,,,,,,443.77559999999994,
ES11,32.623200000000004,4.154400000000001,9.7524,34.60680000000001,0.0,36.8178,114.246
ES12,32.724000000000004,4.0014,9.7524,35.236799999999995,0.0,38.874,110.35079999999999
ES13,32.6952,3.8142000000000005,9.7524,35.1612,0.0,37.4538,105.8364
ES21,32.6412,3.7998000000000003,9.7524,34.9164,0.0,35.7858,116.01360000000001
ES22,32.6268,3.9762000000000004,9.7524,34.8192,0.0,36.699,122.4936
ES23,32.634,3.798,9.7524,34.8588,0.0,38.6406,116.14680000000001
ES24,32.6484,4.1616,9.7524,37.166399999999996,0.0,40.642199999999995,115.704
ES30,32.634,3.798,9.7524,35.424,0.0,46.33259999999999,115.398
ES41,32.6268,4.518,9.7524,34.632,0.0,41.214,117.31320000000001
ES42,32.616,4.154400000000001,9.7524,35.726400000000005,0.0,44.2986,129.96
ES43,32.6268,3.978,9.7524,35.190000000000005,0.0,43.261799999999994,120.05640000000001
ES51,32.6736,4.348800000000001,9.7524,35.1828,0.0,38.520599999999995,122.19120000000001
ES52,32.6196,3.9744000000000006,9.7524,34.653600000000004,0.0,41.4342,121.1256
ES53,32.630399999999995,3.798,9.3168,34.754400000000004,0.0,39.7224,112.9284
ES61,32.634,4.338,8.8992,35.19,0.0,41.2824,141.04080000000002
ES62,32.616,3.7944000000000004,11.372399999999999,35.9424,0.0,46.3356,143.21880000000002
ES63,,,9.107999999999999,17.784,0.0,51.8445,50.4324
ES64,,,,17.4528,0.0,51.8445,101.1384
ES70,,,,34.1424,0.0,51.8445,99.69120000000001
FI,,,,,,392.92560000000003,
FI19,35.604,3.6414000000000004,11.372399999999999,44.7984,0.13319999999999999,33.6144,71.6112
FI1B,35.607600000000005,3.1014000000000004,11.372399999999999,43.6356,0.13319999999999999,33.2712,83.4912
FI1C,35.6184,3.4650000000000003,11.372399999999999,43.6464,0.13319999999999999,34.3662,81.918
FI1D,35.607600000000005,4.361400000000001,11.372399999999999,43.4232,0.13319999999999999,27.213000000000005,57.6288
FI20,35.2224,2.8188,11.372399999999999,40.0968,0.13319999999999999,44.750400000000006,67.7268
FR,,,,,,362.07360000000006,
FR10,29.3652,3.375,11.372399999999999,43.0704,0.234,33.7044,123.0804
FR21,29.3724,3.5568,11.372399999999999,43.218,0.234,34.1634,116.316
FR22,29.3652,3.375,11.372399999999999,43.2036,0.234,34.056599999999996,124.0524
FR23,29.3688,3.3768,11.372399999999999,42.998400000000004,0.234,33.7104,117.2484
FR24,29.361600000000003,3.555,11.372399999999999,43.1496,0.234,34.1394,121.4604
FR25,29.3652,3.375,11.372399999999999,43.081199999999995,0.234,33.648,119.5632
FR26,29.3724,3.5568,9.5868,43.038,0.234,33.87,115.47720000000001
FR30,29.3652,3.375,9.5868,42.940799999999996,0.234,33.885600000000004,116.4204
FR41,29.3652,3.555,9.5868,42.9624,0.234,33.9192,122.17320000000001
FR42,29.3724,3.5568,9.5868,42.85080000000001,0.234,34.159800000000004,125.98920000000001
FR43,29.3652,3.555,9.5868,42.984,0.234,33.5862,128.3148
FR51,29.3724,3.3768,9.5868,42.9948,0.234,33.83520000000001,129.6756
FR52,29.3652,3.375,9.5868,42.5088,0.234,33.5976,122.7492
FR53,29.3652,3.555,9.5868,42.973200000000006,0.234,34.0986,128.6028
FR61,29.383200000000002,3.9204,9.5868,43.3224,0.234,33.846000000000004,113.904
FR62,29.4264,3.5712,9.5868,43.099199999999996,0.234,34.701,125.4024
FR63,29.3652,3.555,9.5868,42.9948,0.234,33.4806,110.898
FR71,29.534400000000005,3.78,9.5868,43.696799999999996,0.234,35.6016,124.8768
FR72,29.3652,3.555,9.5868,42.991200000000006,0.234,34.2936,131.526
FR81,29.3976,3.564,9.5868,43.0128,0.234,37.704,128.62800000000001
FR82,29.516399999999997,3.5946000000000002,9.5868,43.4592,0.234,37.767599999999995,133.10999999999999
FR83,29.5596,3.4272,9.5868,43.60680000000001,0.234,34.2996,120.26520000000001
FRA1,,,,40.485600000000005,0.234,54.8172,96.71039999999999
FRA2,,,,39.1068,0.234,54.8172,95.4072
FRA3,,,,43.0776,0.234,54.8172,94.104
FRA4,,,,42.973200000000006,0.234,54.8172,94.6044
HR,,,,,,317.3148,
HR03,14.886,,,,0.1008,28.369200000000003,
HR04,14.886,,,,0.1008,28.369200000000003,
HU,,,,,,359.3016,
HU10,17.3844,3.6234,10.44,31.3992,0.0108,26.9346,87.5988
HU21,17.387999999999998,3.8034,10.44,30.657600000000002,0.0108,27.124799999999997,100.8072
HU22,17.37,4.1579999999999995,10.44,30.4956,0.0108,28.2192,100.8252
HU23,17.387999999999998,4.1634,10.44,31.356,0.0108,28.1982,96.7284
HU31,17.387999999999998,4.1634,10.44,31.032,0.0108,27.616200000000003,94.8672
HU32,17.387999999999998,3.8034,8.0316,31.662000000000003,0.0108,28.233,89.64
HU33,17.3844,3.8034,8.0316,30.916800000000002,0.0108,27.0792,87.264
IE,,,,,,344.9628,
IE01,28.526400000000002,6.1236,8.0316,42.8076,0.1116,32.154599999999995,55.4832
IE02,28.526400000000002,5.2218,8.0316,42.6204,0.1116,32.0448,53.348400000000005
IS,,,,,,0.0,
IS00,,,,0.0,0.1116,0.0,21.1248
IT,,,,,,489.55679999999995,
ITC1,29.4876,4.426200000000001,8.0316,38.178000000000004,0.2592,41.0694,153.4788
ITC2,30.0276,4.203,8.0316,40.802400000000006,0.2592,57.6504,149.9832
ITC3,29.138400000000004,4.1562,8.0316,39.402,0.2592,42.6498,125.74080000000001
ITC4,29.4696,4.422600000000001,8.0316,38.483999999999995,0.2592,42.259800000000006,159.1884
ITF1,29.4084,4.2264,11.7576,37.980000000000004,0.2592,42.171,142.4556
ITF2,29.296799999999998,4.017600000000001,11.7576,37.1808,0.2592,43.1886,142.1172
ITF3,29.336400000000005,4.2084,11.7576,37.2996,0.2592,43.586999999999996,141.44400000000002
ITF4,29.25,4.005,11.7576,37.5984,0.2592,43.6158,146.7252
ITF5,29.282400000000003,4.014,11.7576,37.638000000000005,0.2592,43.8846,151.2468
ITF6,29.314800000000005,4.2012,11.7576,38.0232,0.2592,43.5768,159.79680000000002
ITG1,29.282400000000003,4.194,11.7576,37.857600000000005,0.2592,47.202,138.7872
ITG2,29.2716,4.010400000000001,11.7576,37.89,0.2592,45.3522,165.9024
ITH1,29.8368,4.339799999999999,8.766,40.00319999999999,0.2592,49.29240000000001,145.8972
ITH2,29.8296,4.5162,8.766,39.996,0.2592,49.29420000000001,144.6408
ITH3,29.401200000000003,4.4046,8.4312,37.9692,0.2592,42.6966,157.7844
ITH4,29.4768,4.4244,8.4312,38.8404,0.2592,45.201,150.2532
ITH5,29.275199999999998,4.3722,8.4312,37.8468,0.2592,42.016200000000005,155.6892
ITI1,29.2788,4.3722,8.4312,37.656,0.2592,40.782000000000004,155.0628
ITI2,29.2932,4.0158,9.2736,37.0116,0.2592,41.2824,141.1596
ITI3,29.296799999999998,4.1976,9.2736,36.4104,0.2592,41.6088,157.6764
ITI4,29.321999999999996,4.202999999999999,9.2736,37.1772,0.2592,41.166000000000004,148.0752
LT,,,,,,327.366,
LT00,,5.4,9.2736,31.6116,0.1296,34.605000000000004,20.142
LT10,21.887999999999998,5.3712,,,,12.5154,45.32040000000001
LU,,,,,,177.3468,
LU00,,,9.107999999999999,0.0,0.4068,23.7708,19.954800000000002
LU10,31.2876,,,,,21.3858,
LV,,,,,,308.9052,
LV00,,5.4,9.2736,31.521600000000003,0.0,34.5699,5.9832
LV10,20.6676,5.266800000000001,,,,11.799,57.942
MD,0.0,,,,,0.0,
ME,12.650400000000001,7.9488,,29.678400000000003,0.0,15.270685714285715,88.452
MK,0.0,0.0,9.18,29.242800000000003,0.1656,64.43434285714287,89.6076
MO,,,9.18,32.0688,0.1656,208.4292,107.9208
MT,,,,,,356.76,
MT00,25.8444,,,,0.0,45.69,
NL,,,,,,379.4688,
NL11,27.2412,3.6126000000000005,9.2736,44.838,0.1656,42.2262,140.0436
NL12,26.971200000000003,3.5712,9.2736,46.857600000000005,0.1656,41.8494,107.514
NL13,26.9388,3.9222,9.2736,44.5608,0.1656,42.58860000000001,107.4708
NL21,26.9784,3.9384,9.2736,44.5608,0.1656,41.5704,141.6852
NL22,26.974800000000002,4.6512,9.2736,44.571600000000004,0.1656,39.8184,137.6316
NL23,27.7236,3.7566000000000006,9.2736,46.900800000000004,0.1656,41.3022,136.5336
NL31,26.8992,3.7332,9.2736,44.636399999999995,0.1656,39.4626,127.8828
NL32,26.852400000000003,3.7188000000000003,9.2736,44.1216,0.1656,40.8174,133.416
NL33,26.971200000000003,3.5694000000000004,9.2736,44.424,0.1656,40.284600000000005,137.43
NL34,26.4024,3.42,9.2736,39.153600000000004,0.1656,40.1988,128.8548
NL41,27.0036,4.498200000000001,9.2736,44.5464,0.1656,40.6824,130.8096
NL42,27.0972,4.023000000000001,9.2736,43.7256,0.1656,39.28079999999999,135.5508
NO,,,,,,375.23519999999996,
NO01,28.782,2.3436000000000003,9.107999999999999,43.6392,0.0108,31.430399999999995,60.78960000000001
NO02,28.8396,2.3436000000000003,9.107999999999999,43.6392,0.0108,31.44,60.78960000000001
NO03,28.8252,3.3371999999999997,9.107999999999999,43.6392,0.0108,31.4376,51.72840000000001
NO04,28.8324,3.3371999999999997,9.107999999999999,43.6392,0.0108,31.4388,50.1228
NO05,29.0916,3.4074,9.107999999999999,43.6392,0.0108,31.483199999999997,48.5136
NO06,28.8,2.3436000000000003,9.107999999999999,43.6392,0.0108,31.433400000000002,57.1212
NO07,28.8864,2.3436000000000003,9.107999999999999,43.6392,0.0108,31.447799999999997,55.6776
PL,,,,,,319.1184,
PL11,22.6152,2.4372000000000003,9.2736,32.5188,0.0108,27.720599999999994,75.8736
PL12,22.6152,2.6172000000000004,9.2736,32.4864,0.0108,27.799200000000003,75.1536
PL21,22.6152,2.6172000000000004,9.2736,30.8808,0.0108,28.522800000000004,89.31960000000001
PL22,22.608000000000004,2.6154,9.2736,30.8016,0.0108,28.1508,88.52759999999999
PL31,22.6224,2.619,9.2736,31.0932,0.0108,27.554999999999996,85.1724
PL32,22.6152,2.6172000000000004,9.2736,31.2984,0.0108,28.1478,83.844
PL33,22.6152,2.4372000000000003,9.2736,31.550400000000003,0.0108,27.547200000000004,82.476
PL34,22.611600000000003,2.6154,9.2736,31.9176,0.0108,28.248,84.6792
PL41,22.608000000000004,2.6154,9.2736,32.5188,0.0108,27.9414,80.60040000000001
PL42,22.6152,2.6172000000000004,9.2736,32.5116,0.0108,28.248,79.1136
PL43,22.611600000000003,2.6154,9.2736,32.522400000000005,0.0108,27.8694,77.8608
PL51,22.608000000000004,2.6154,9.2736,30.337200000000003,0.0108,27.699600000000004,81.8748
PL52,22.608000000000004,2.4354,9.2736,31.827600000000004,0.0108,27.6228,80.3556
PL61,22.6152,2.6172000000000004,9.2736,30.754800000000003,0.0108,27.8892,79.6536
PL62,22.6152,2.6172000000000004,9.2736,31.348799999999997,0.0108,28.141199999999998,81.3456
PL63,22.6152,2.6172000000000004,9.2736,31.6584,0.0108,28.0872,80.4456
PT,,,,,,408.57120000000003,
PT11,32.4756,4.1436,9.2736,31.971600000000002,0.014400000000000001,34.1046,95.15520000000001
PT15,32.4684,3.42,9.2736,31.932,0.014400000000000001,34.8978,119.9376
PT16,32.4648,5.4,0.0,33.3108,0.014400000000000001,34.0332,119.8764
PT17,32.302800000000005,3.3768,0.0,30.9456,0.014400000000000001,33.358200000000004,118.2132
PT18,32.4756,4.1418,0.0,32.2236,0.014400000000000001,35.94,118.9512
PT20,,,,28.263600000000004,0.014400000000000001,41.6151,89.1792
PT30,,,,28.897199999999998,0.014400000000000001,41.6151,89.1792
RO,,,,,,457.9812,
RO11,18.144,2.6586000000000003,0.0,30.384000000000004,0.3852,28.2684,94.3272
RO12,18.1404,2.6568,0.0,29.440799999999996,0.3852,27.529800000000005,81.03960000000001
RO21,18.1404,2.6568,8.7948,30.153600000000004,0.3852,29.017800000000005,86.8212
RO22,18.133200000000002,2.6550000000000002,12.4992,17.8452,0.3852,28.102800000000002,89.07480000000001
RO31,18.1404,2.4768,0.0,29.8044,0.3852,28.747200000000003,88.884
RO32,18.162,2.6424000000000003,12.4992,29.815199999999997,0.3852,27.0762,85.24080000000001
RO41,18.1476,2.6586000000000003,0.0,29.523600000000002,0.3852,28.134,91.6488
RO42,18.144,3.7367999999999997,0.0,29.5056,0.3852,28.041,86.7996
RS,0.0,0.0,9.18,32.0688,0.0,60.72582857142857,84.64320000000001
SE,,,,,,367.3764,
SE11,36.565200000000004,3.0312000000000006,0.0,40.4892,0.0108,33.8478,70.1712
SE12,37.000800000000005,3.1464,0.0,45.187200000000004,0.0108,35.805600000000005,80.6724
SE21,36.99,2.9646,0.0,45.345600000000005,0.0108,33.834,87.066
SE22,36.99720000000001,3.1464,0.0,44.316,0.0108,37.6752,104.64840000000001
SE23,36.99720000000001,3.3263999999999996,0.0,44.870400000000004,0.0108,71.59320000000001,100.07639999999999
SE31,36.9936,3.1446,0.0,45.1512,0.0108,29.9646,94.3632
SE32,36.9936,3.1446,0.0,44.8884,0.0108,34.1508,90.324
SE33,37.004400000000004,4.4082,0.0,44.935199999999995,0.0108,34.1328,85.7376
SI,,,,,,359.0532,
SI03,20.268,4.5324,0.0,32.2344,0.4212,29.527200000000004,119.16720000000001
SI04,20.361600000000003,3.8358,0.0,32.5728,0.4212,29.626800000000003,119.8908
SK,,,,,,350.17920000000004,
SK01,19.2996,3.384,0.0,30.726,0.0,29.397000000000002,106.8408
SK02,19.2744,3.9168,0.0,30.895200000000003,0.0,29.274,102.582
SK03,19.2924,5.1822,0.0,30.906,0.0,28.265400000000003,106.2036
SK04,19.288800000000002,4.4604,0.0,31.186799999999998,0.0,29.335200000000004,94.29480000000001
TR,,,,,,451.9512,
TR1,,0.36000000000000004,9.107999999999999,,,0.0,
TR10,19.5372,0.0,9.107999999999999,31.435200000000002,0.0,28.436400000000003,44.2512
TR21,19.5372,3.1050000000000004,9.18,31.471199999999996,0.0,28.436400000000003,36.367200000000004
TR22,0.0,0.18000000000000002,9.18,31.453200000000002,0.0,24.6306,108.21600000000001
TR31,19.5372,3.1050000000000004,9.18,31.482,0.0,28.436400000000003,109.5732
TR32,0.0,0.18000000000000002,7.757999999999999,31.471199999999996,0.0,24.6306,108.27000000000001
TR33,0.0,0.18000000000000002,7.757999999999999,31.4604,0.0,24.6306,106.97040000000001
TR41,0.0,0.18000000000000002,7.757999999999999,31.467600000000004,0.0,24.6306,108.44640000000001
TR42,0.0,0.18000000000000002,7.757999999999999,31.482,0.0,24.6306,107.2728
TR51,0.0,0.18000000000000002,7.757999999999999,31.4784,0.0,24.6306,106.1028
TR52,0.0,0.18000000000000002,7.757999999999999,31.489200000000004,0.0,24.6306,116.5536
TR61,0.0,0.18000000000000002,0.0,31.550400000000003,0.0,24.6306,116.5536
TR62,0.0,0.18000000000000002,8.5572,31.5,0.0,24.6306,116.5536
TR63,,0.18000000000000002,8.5572,31.518,0.0,36.9459,115.0056
TR71,0.0,0.18000000000000002,8.5572,31.482,0.0,24.6306,113.3964
TR72,0.0,0.18000000000000002,8.5572,31.474800000000002,0.0,24.6306,111.7908
TR81,0.0,0.18000000000000002,8.5572,31.427999999999997,0.0,24.6306,110.8692
TR82,0.0,0.18000000000000002,8.5572,31.4568,0.0,24.6306,109.42200000000001
TR83,0.0,0.18000000000000002,8.5572,31.453200000000002,0.0,24.6306,107.9748
TR90,,,,31.464,0.0,36.9459,115.9992
TRA1,,0.18000000000000002,8.5572,31.449600000000004,0.0,36.9459,109.3392
TRA2,,0.18000000000000002,9.107999999999999,31.4784,0.0,36.9459,108.036
TRB1,,0.18000000000000002,9.107999999999999,31.4784,0.0,36.9459,106.73280000000001
TRB2,,0.18000000000000002,9.107999999999999,31.453200000000002,0.0,36.9459,108.20880000000001
TRC1,,0.18000000000000002,9.107999999999999,31.507200000000005,0.0,36.9459,107.03880000000001
TRC2,,0.18000000000000002,9.107999999999999,31.4784,0.0,36.9459,105.8652
TRC3,,0.18000000000000002,9.107999999999999,31.4784,0.0,36.9459,116.62920000000001
UA,,,9.107999999999999,,,0.0,
UA10,0.0,,,,,0.0,
UK,,,,,,354.82320000000004,
UKC1,27.3852,4.032000000000001,0.0,45.81,0.0,33.9024,78.9696
UKC2,27.414,4.2192,0.0,45.5868,0.0,33.873,57.0312
UKD1,27.424800000000005,4.221,0.0,45.1584,0.0,40.659,91.78200000000001
UKD3,27.3024,4.017600000000001,0.0,45.910799999999995,0.0,40.929,92.016
UKD4,27.4176,4.0392,0.0,45.2196,0.0,40.736399999999996,101.3328
UKD6,27.305999999999997,4.010400000000001,9.629999999999999,44.2152,0.0,40.629599999999996,100.03320000000001
UKD7,27.396,4.0518,9.629999999999999,44.532,0.0,41.477399999999996,101.862
UKE1,27.4356,4.0446,9.629999999999999,45.4716,0.0,39.6198,99.432
UKE2,27.4176,4.041,9.629999999999999,45.327600000000004,0.0,39.4836,98.0388
UKE3,27.3816,4.024800000000001,9.629999999999999,45.3204,0.0,39.6174,96.06960000000001
UKE4,27.4176,4.0392,9.629999999999999,45.327600000000004,0.0,39.425999999999995,95.5764
UKF1,27.3384,4.0194,9.629999999999999,46.681200000000004,0.0,37.317,94.22640000000001
UKF2,27.4176,4.0392,10.0368,47.397600000000004,0.0,37.4592,93.294
UKF3,27.4176,4.0392,10.2744,47.4264,0.0,37.497,93.4884
UKG1,27.424800000000005,4.0428,0.0,44.5284,0.0,37.233000000000004,94.23360000000001
UKG2,27.4176,4.0392,0.0,44.586,0.0,37.1604,92.9376
UKG3,27.2412,3.9941999999999998,0.0,45.910799999999995,0.0,37.5342,96.822
UKH1,27.4176,4.041,0.0,43.92,0.0,36.5196,92.64959999999999
UKH2,27.4068,4.0374,0.0,43.894800000000004,0.0,36.5388,91.5372
UKH3,27.3996,4.0338,0.0,43.092,0.0,36.44219999999999,102.19319999999999
UKI1,28.000800000000005,,9.107999999999999,42.2316,0.0,40.995000000000005,78.82560000000001
UKI2,,,9.107999999999999,47.844,0.0,52.1397,76.3092
